CODIGO,NUMERO,NOME,GRUPO,TIPO,MEDICAMENTO,MATERIA_PRIMA,UNIDADE,NUMERO_FAB,ESTOQUE_MIN,ESTOQUE_IDEAL,ESTOQUE_DISP,CUSTO,LUCRO,VENDA,DOLAR,ABC,FORNECEDOR,LOCAL,GAVETA,Utilizado,FABRICANTE,SUBGRUPO,NOMECURTO,P_FOTO,NC_MERCOSUL,C_CLAS_FISCAL,C_CST_O,C_CST,C_ECF_ALIQ,C_ICMS,C_ICMS_ST,C_IPI,C_RED_BCALC,ULTIMA_VENDA,ULTIMA_COMPRA,PODE_DESCONTO,DESCONTO_MAX,PESO_BRUTO,PESO_LIQUIDO,CFOP_INUF,CFOP_OUTUF,ARQUIVADO,PRECO_1,PRECO_2,GTIN,USA_SERIAL,vTotTrib,NUMERO_ORIGINAL,cANP,CST_IPI_PIS_COFINS,VALIDADE,USA_LOTES,cBenef,indEscala,CNPJFab,PIS_ALIQ,COFINS_ALIQ,IPI_cEnq,CEST,vBCSTRet,vICMSSTRet,pST,vICMSSubstituto,pRedBCEfet,vBCEfet,pICMSEfet,vICMSEfet,ML_category_id,ML_video_id,ML_warranty,ML_Description,ITEM_REGRAFISCAL_IDPK,REGRAFISCALPDV_IDPK,CST_CBSIBS,ClassTrib_CBSIBS,AliquotaCBS,AliquotaIBSUF,AliquotaIBSMun,pRedAliqCBS,pRedAliqIBSUF,pRedAliqIBSMun,OBS_REFORMA
91,1992,CABECOTE CONICO US 54 MM,,C,N,N,UN,1992,0,0,2,"65,85",-100,0,0,0,23,,,,,,,,39269090,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
92,2110322,CABECOTE DE SILICONE 8CM2,,C,N,N,UN,2110322,1,1,0,180,"61,1111",290,"57,65",0,23,,,,,,,,90189099,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
93,393,CABECOTE DE SILICONE 8CM2 IMPORTADO                                              NS: AUTO044881,,C,N,N,UN,2110322,0,0,5,"170,33",-100,0,0,0,23,,,,,,,,90330000,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
94,2049240,CABECOTE SILICONE 21W,,C,N,N,UN,2049240,4,4,4,190,105,"389,5","77,44",0,23,,,,,,,,90189099,,0,000,,0,0,0,100,27/05/2026,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
95,1492071,"CABO 0,50MMX1,80M P10",,C,N,N,UN,1492071,0,0,0,"36,08",-100,0,0,0,23,,,,,,,,85444200,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
96,3049007,CABO 09 P/ NEURO II (AZUL /VERDE 2 VIAS CADA) - INJETADO                         NS: 0000000148,,C,N,N,UN,3049007,1,1,1,"47,1","101,6985",95,"18,89",0,23,,,,,,,,85444200,,0,000,,0,0,0,100,24/06/2026,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
97,3049027,CABO 103 LARANJA 2 VIAS P/ ESTHETIC AUSSIE INJETADO                              NS: 0000000048,,C,N,N,UN,3049027,1,1,0,"35,07","170,8868",95,"18,89",0,23,,,,,,,,85444200,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
98,3049028,CABO 104 PRETO 2 VIAS P/ ESTHETIC AUSSIE INJETADO                                NS: 0000000047,,C,N,N,UN,3049028,1,1,1,"35,12","170,5011",95,"18,89",0,23,,,,,,,,85444200,,0,000,,0,0,0,100,26/05/2026,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
99,3049029,CABO 105 AZUL 2 VIAS P/ ESTHETIC AUSSIE INJETADO                                 NS: 0000000049,,C,N,N,UN,3049029,1,1,1,"35,12","170,5",95,"18,89",0,23,,,,,,,,85444200,,0,000,,0,0,0,100,08/06/2026,08/06/2026,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
100,3049030,CABO 106 VERDE 2 VIAS P/ ESTHETIC AUSSIE INJETADO                                NS: 0000000047,,C,N,N,UN,3049030,1,1,1,"35,12","170,5011",95,"18,89",0,23,,,,,,,,85444200,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
101,3049082,CABO 128 ( AZ/VD 4VIAS) P/ ELETROESTIMULACAO INJETADO                            NS: 0000000017,,C,N,N,UN,3049082,0,0,1,"61,2",-100,0,0,0,23,,,,,,,,85444200,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
102,3049083,CABO 129 (PT/LR 4 VIAS) P/ ELETROESTIMULACAO INJETADO                            NS: 0000000015,,C,N,N,UN,3049083,0,0,1,"61,21",-100,0,0,0,23,,,,,,,,85444200,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
103,3049006,CABO 38 ELETROESTIMULACAO (PRETO/LARANJA 2 VIAS CADA) - INJETADO                 NS: 0000000178,,C,N,N,UN,3049006,1,1,3,"47,09","101,7413",95,"18,89",0,23,,,,,,,,85444200,,0,000,,0,0,0,100,24/06/2026,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
105,3049011,CABO 73( AZ/VD 4VIAS) P/ 10 CH AUSSIE/RUSSA INJETADO                             NS: 0000000048,,C,N,N,UN,3049011,0,0,5,"47,03","101,9987",95,"18,89",0,23,,,,,,,,85444200,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
106,3049012,CABO 74 (CZ/RS 4 VIAS) P/ 10 CH AUSSIE/RUSSA INJETADO                            NS: 0000000044,,C,N,N,UN,3049012,0,0,5,"47,015","102,0632",95,"18,89",0,23,,,,,,,,85444200,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
107,3049013,CABO 75 (BR/AM 4 VIAS) P/ 10 CH AUSSIE/RUSSA INJETADO                            NS: 0000000050,,C,N,N,UN,3049013,0,0,3,"47,02","102,0417",95,"18,89",0,23,,,,,,,,85444200,,0,000,,0,0,0,100,08/06/2026,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
108,3049036,CABO 83 LARANJA 2 VIAS P/ NEURODYN INJETADO                                      NS: 0000000045,,C,N,N,UN,3049036,0,0,3,"35,07","170,8868",95,"18,89",0,23,,,,,,,,85444200,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
109,3049037,CABO 84 PRETO 2 VIAS P/ NEURODYN INJETADO                                        NS: 0000000037,,C,N,N,UN,3049037,0,0,1,"35,05","171,0414",95,"18,89",0,23,,,,,,,,85444200,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
110,3049038,CABO 85 AZUL 2 VIAS P/ NEURODYN INJETADO                                         NS: 0000000040,,C,N,N,UN,3049038,0,0,5,"35,06",-100,0,0,0,23,,,,,,,,85444200,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
111,3049039,CABO 86 VERDE 2 VIAS P/ NEURODYN INJETADO                                        NS: 0000000035,,C,N,N,UN,3049039,0,0,5,"35,06",-100,0,0,0,23,,,,,,,,85444200,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
112,10437,CABO APLICADOR ACRUS TRIPLE WAVE,,C,N,N,UN,10437,0,0,2,"732,35",-100,0,0,0,23,,,,,,,,85444900,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
113,3073252,CABO APLICADOR CORPORAL RADIOFREQUENCIA + VACUO - MONTADO                        NS: 0000000034,,C,N,N,UN,3073252,0,0,5,"193,16",-100,0,0,0,23,,,,,,,,90330000,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
114,3073251,CABO APLICADOR FACIAL RADIOFREQUENCIA + VACUO - MONTADO                          NS: 0000000026,,C,N,N,UN,3073251,0,0,5,"193,16",-100,0,0,0,23,,,,,,,,90330000,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
115,2110457,CABO APLICADOR HECCUS GRANDES AREAS                                              NS: 1507811001,,C,N,N,UN,2110457,0,0,1,"107,47",-100,0,0,0,23,,,,,,,,85444200,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
116,2039787,CABO APLICADOR SONOFOCUS ANTIGO,,C,N,N,UN,2039787,2,2,0,140,"235,7143",470,"93,44",0,23,,,,,,,,85444200,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
117,3073238,CABO APLICADOR THORK SAFIRA FDA - MONTADO                                        NS: 0000000039,,C,N,N,UN,3073238,0,0,1,"172,13",-100,0,0,0,23,,,,,,,,85444200,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
118,2110189,CABO APLICADOR VEGA - PREPARADO                                                  NS: 1492191001,,C,N,N,UN,2110189,0,0,5,"189,31","391,2577",930,"184,89",0,23,,,,,,,,85444900,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
119,177,CABO CABEÇOTE ULTRASSOM,,C,N,N,UN,177,0,0,0,45,"388,8889",220,"43,74",0,23,,,,,,,,85444200,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
120,13511,CABO CANETA AURIUS PLASMA COM PLUG INJETADO,,C,N,N,UN,13511,1,1,1,"232,72","105,8267",479,"95,23",0,23,,,,,,,,85444200,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
121,3049122,CABO CONECTOR INTERLOCK,,C,N,N,UN,3049122,2,2,0,"9,9","80,8081","17,9","3,56",0,23,,,,,,,,85444200,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
122,362,CABO CONECTOR INTERLOCK                                                          NS: 0000000057,,C,N,N,UN,3049122,0,0,3,"6,37",-100,0,0,0,23,,,,,,,,85444200,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
123,13642,CABO DE ACESSORIO PRE-MONTADO,,C,N,N,UN,13642,0,0,2,"110,25",-100,0,0,0,23,,,,,,,,85444200,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
124,153685,CABO DE FORÇA TRIPOLAR MACHO E FEMEA,,C,N,N,UN,153685,2,2,4,"8,9","405,62",45,"8,96",0,23,,,,,,CABO DE FORÇA TRIPOLAR ,,85444200,,0,102,0,0,0,0,100,03/07/2026,17/06/2026,True,100,0,0,5102,6102,False,35,35,,False,"28,21",,,99|99|00,,False,,S,,0,0,999,0,0,0,0,0,0,0,0,0,,,,,0,0,000,000001,0,0,0,0,0,0,
125,4042202,CABO DE ULTRASSOM E DE CRIOLIPOLISE,,C,N,N,UN,40422-02,1,1,199,"4,7","644,6809",35,"6,96",0,23,,,,,,,,85444200,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
126,3049102,CABO DISPERSIVO FIO UNICO CINZA-PINO PRETO,,C,N,N,UN,3049102,2,2,2,"35,2","212,5",110,"21,87",0,23,,,,,,,,85444200,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
127,2039911,CABO DO CABECOTE HECCUS TURBO - VENDAS                                           NS: AUTO037730,CABOS E CHICOTES,C,N,N,UN,02039911,1,1,17,120,"291,6667",470,"93,44",0,4,,,,,,CABO CABECOTE HECCUS TURB,,85444200,,0,101,0,0,0,0,100,11/06/2026,15/05/2026,True,100,0,0,5102,6102,False,470,470,,False,"28,21",,,99|99|00,,False,,S,,0,0,999,0,"177,43","10,52",18,"21,42",0,0,0,0,,,,,0,0,000,000001,0,0,0,0,0,0,
129,3049095,CABO ELETROESTIMULACAO DUPLO BRANCO -PINO VERMELHO E PINO PRETO                  NS: 0000000104,,C,N,N,UN,03049095,0,0,0,"33,47","168,8975",90,"17,8571",0,4,,,,IBRAMED,,,,85444200,,0,101,0,0,0,0,100,03/07/2026,11/06/2026,True,100,0,0,5102,6102,False,90,90,,False,"34,78",,,99|99|00,,False,,S,,0,0,999,0,0,0,0,0,0,0,0,0,,,,,0,0,000,000001,0,0,0,0,0,0,
130,2049096,CABO HECCUS - ANTIGO,,C,N,N,UN,2049096,1,1,1,220,"118,1818",480,"95,43",0,23,,,,,,,,90189099,,0,000,,0,0,0,100,25/05/2026,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
131,7388,CABO MANGA COM PLUG INJETADO HTM CANETA LASER,,C,N,N,UN,7388,1,1,8,175,"65,1429",289,"57,46",0,23,,,,,,,,85444200,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
132,7543,CABO MANGA COM PLUG INJETADO HTM CANETA LASER 904,,C,N,N,UN,7543,1,1,5,175,"65,1429",289,"57,46",0,23,,,,,,,,85444200,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
133,6747,CABO MANGA COM PLUG INJETADO HTM P/ CLUSTER LED,,C,N,N,UN,006747,1,1,6,175,"168,5714",470,"93,63",0,23,,,,,,,,90189099,,0,101,0,0,0,0,100,11/06/2026,,True,100,0,0,5102,6102,False,480,490,,False,"33,45",,,99|99|00,,False,,S,,0,0,999,0,0,0,0,0,0,0,0,0,,,,,0,0,000,000001,0,0,0,0,0,0,
481,6904,MANGUEIRA DE PROTEÇÃO DENTÁRIA CINZA DIAM INTERNO 20MM,,C,N,N,UN,6904,0,0,5,111,0,0,0,0,40,,,,,,MANGUEIRA PROTEÇÃO DENTÁR,,39173900,,0,102,,0,0,0,100,,09/06/2026,True,100,0,0,,,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
134,8366,CABO MANGA COM PLUG INJETADO HTM P/ CLUSTER LED,,C,N,N,UN,8366,1,1,13,175,"66,8","291,9","58,03",0,23,,,,,,,,85444200,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
135,6599,CABO MANGA COM PLUG INJETADO HTM REV.01,,C,N,N,UN,6599,3,3,12,175,"66,8","291,9","58,03",0,23,,,,,,,,85444200,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
136,270,CABO MANGA COM PLUG INJETADO P/ CLUSTER LED COMB. VET,,C,N,N,UN,000270,0,0,1,"25,08","1774,0032",470,"93,6255",0,2,,,,,,,,90189099,,0,101,0,0,0,0,100,29/05/2026,,True,100,0,0,5102,6102,False,470,470,,False,"32,05",,,99|99|00,,False,,S,,0,0,999,0,0,0,0,0,0,0,0,0,,,,,0,0,000,000001,0,0,0,0,0,0,
137,12866,CABO MANGA COM PLUG INJETADO/LED COMBINADO PREPARADO,,C,N,N,UN,12866,1,1,5,"60,34","347,4644",270,"53,68",0,23,,,,,,,,90189099,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
138,269,CABO MANGA COM PLUGUE INJETADO HTM CANETA LASER VET,,C,N,N,UN,000269,0,0,3,"25,75","1725,2427",470,"90,9091",0,23,,,,,,,,90189099,,0,101,0,0,0,0,100,,,True,100,0,0,5102,6102,False,470,470,,False,"33,45",,,99|99|00,,False,,S,,0,0,999,0,0,0,0,0,0,0,0,0,,,,,0,0,000,000001,0,0,0,0,0,0,
139,2071793,CABO MANGUEIRA APLICADOR THORK METAL,,C,N,N,UN,2071793,0,0,5,"279,2","133,3453","651,5","129,52",0,23,,,,,,,,90189099,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
140,398,CABO MANOPLA,,C,N,N,UN,CBMAN002.01,0,0,0,270,"74,0741",470,"93,44",0,23,,,,,,,,85444200,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
141,2301,CABO MANOPLA C PRENSACABO INJETADO NIOO R01,,C,N,N,UN,CBMAN02301,0,0,3,"55,6",-100,0,0,0,23,,,,,,,,85444200,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
142,303,"CABO MANOPLA D6,5 X C2165MM DUPLO R03",,C,N,N,UN,CBMAN003.03,2,2,12,"39,884","602,0359",280,"55,67",0,3,,,,,,,,85444200,,0,101,0,0,0,0,100,,,True,100,0,0,5102,6102,False,280,280,,False,"34,78",,,99|99|00,,False,,S,,0,0,999,0,0,0,0,0,0,0,0,0,,,,,0,0,000,000001,0,0,0,0,0,0,
143,8627,CABO MICROFONE APLICADOR FACIAL RF,,C,N,N,UN,8627,0,0,4,220,"186,3636",630,"125,25",0,23,,,,,,,,85444200,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
144,10082,CABO MICROFONE APLICADOR FACIAL ULTRAFOCUS,,C,N,N,UN,10082,0,0,7,"214,01","119,6159",470,"93,44",0,23,,,,,,,,85444200,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
145,7200,CABO MICROFONE COM PLUG INJETADO HTM P/ SONIC COMPACT,,C,N,N,UN,7200,1,1,6,175,"168,5714",470,"93,44",0,23,,,,,,,,85444200,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
146,25001899,CABO MONTADO KAVYS TUS1901,,C,N,N,UN,25001899,0,0,4,"125,005","275,985",470,"93,44",0,23,,,,,,,,85444200,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
147,8796,CABO MULTIVIAS APLICADOR VIBRIA MAXX_HIBRIDI,,C,N,N,UN,008796,1,1,3,320,"46,875",470,"93,44",0,23,,,,,,,,85444200,,0,101,0,0,0,0,100,25/05/2026,,True,100,0,0,5102,6102,False,470,470,,False,"34,78",,,99|99|00,,False,,S,,0,0,999,0,0,0,0,0,0,0,0,0,,,,,0,0,000,000001,0,0,0,0,0,0,
149,9933,CABO PARA APLICADOR VACUO + LED COM PLUG INJETADO,,C,N,N,UN,9933,0,0,2,"232,06",-100,0,0,0,23,,,,,,,,90189099,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
150,6717,CABO PARA CORRENTE BIFASICA AZUL E LARANJA R02 EMB. 1UN.,,C,N,N,UN,6717,0,0,1,"69,71",-100,0,0,0,23,,,,,,,,85444900,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
151,3576,CABO PARA CORRENTE BIFASICA AZUL VIBRIA EMB. 1UN.,,C,N,N,UN,3576,0,0,5,30,-100,0,0,0,23,,,,,,,,85444900,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
152,3577,CABO PARA CORRENTE BIFASICA CINZA VIBRIA EMB. 1UN.,,C,N,N,UN,3577,0,0,5,30,-100,0,0,0,23,,,,,,,,85444900,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
153,6719,CABO PARA CORRENTE BIFASICA LARANJA E CINZA R02 EMB. 1UN.,,C,N,N,UN,6719,0,0,2,"69,71","94,9505","135,9","27,02",0,23,,,,,,,,85444900,,0,000,,0,0,0,100,08/06/2026,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
422,3034012,PEN DRIVE,,C,N,N,,03034012,0,0,1,85,"394,1176",420,"83,8323",1,4,,,,,,PEN DRIVE,,85235110,,0,101,0,18,100,0,100,25/05/2026,,True,100,0,0,5102,6102,False,420,420,,False,"35,89",,,99|99|00,,False,,S,,0,0,999,0,0,0,0,0,0,0,0,0,,,,,0,0,0-1,1,0,0,0,0,0,0,
154,3578,CABO PARA CORRENTE BIFASICA LARANJA VIBRIA EMB. 1UN.,,C,N,N,UN,3578,0,0,4,30,-100,0,0,0,23,,,,,,,,85444900,,0,000,,0,0,0,100,28/05/2026,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
155,6721,CABO PARA CORRENTE BIFASICA VERDE E AZUL R02 EMB. 1UN.,,C,N,N,UN,6721,0,0,3,"69,72",-100,0,0,0,23,,,,,,,,85444900,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
156,6198,CABO PARA CORRENTE BIFASICA VERDE E AZUL REV.02,,C,N,N,UN,6198,0,0,2,"63,68","88,2852","119,9","23,84",0,23,,,,,,,,85444200,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
157,3579,CABO PARA CORRENTE BIFASICA VERDE VIBRIA EMB. 1UN.,,C,N,N,UN,3579,0,0,5,30,-100,0,0,0,23,,,,,,,,85444900,,0,000,,0,0,0,100,08/06/2026,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
159,25001419,CABO RADIOFREQUENCIA HERTIX,,C,N,N,UN,25001419-WSYS,0,0,1,320,"46,875",470,"93,44",0,23,,,,,,,,85444200,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
160,3300,CAIXA ELETRODO MONOFACE NAC,,C,N,N,UN,ACCAI03300,0,0,1,"292,82",-100,0,0,0,23,,,,,,,,90189099,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
