CODIGO,NUMERO,NOME,GRUPO,TIPO,MEDICAMENTO,MATERIA_PRIMA,UNIDADE,NUMERO_FAB,ESTOQUE_MIN,ESTOQUE_IDEAL,ESTOQUE_DISP,CUSTO,LUCRO,VENDA,DOLAR,ABC,FORNECEDOR,LOCAL,GAVETA,Utilizado,FABRICANTE,SUBGRUPO,NOMECURTO,P_FOTO,NC_MERCOSUL,C_CLAS_FISCAL,C_CST_O,C_CST,C_ECF_ALIQ,C_ICMS,C_ICMS_ST,C_IPI,C_RED_BCALC,ULTIMA_VENDA,ULTIMA_COMPRA,PODE_DESCONTO,DESCONTO_MAX,PESO_BRUTO,PESO_LIQUIDO,CFOP_INUF,CFOP_OUTUF,ARQUIVADO,PRECO_1,PRECO_2,GTIN,USA_SERIAL,vTotTrib,NUMERO_ORIGINAL,cANP,CST_IPI_PIS_COFINS,VALIDADE,USA_LOTES,cBenef,indEscala,CNPJFab,PIS_ALIQ,COFINS_ALIQ,IPI_cEnq,CEST,vBCSTRet,vICMSSTRet,pST,vICMSSubstituto,pRedBCEfet,vBCEfet,pICMSEfet,vICMSEfet,ML_category_id,ML_video_id,ML_warranty,ML_Description,ITEM_REGRAFISCAL_IDPK,REGRAFISCALPDV_IDPK,CST_CBSIBS,ClassTrib_CBSIBS,AliquotaCBS,AliquotaIBSUF,AliquotaIBSMun,pRedAliqCBS,pRedAliqIBSUF,pRedAliqIBSMun,OBS_REFORMA
40,3027582,ADESIVO PAINEL NEURODYN VS 2                                                     NS: 0000000034,,C,N,N,UN,3027582,0,0,2,"219,21",-100,0,0,0,23,,,,,,,,39199090,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
41,3027191,ADESIVO PAINEL SONOPULSE COMPACT (03/13)                                         NS: 0000000075,,C,N,N,UN,3027191,0,0,2,"59,71",-100,0,0,0,23,,,,,,,,39199090,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
42,3027065,ADESIVO PAINEL SONOPULSE COMPACT (10/11)  (VENDAS)                               NS: 0000000030,,C,N,N,UN,3027065,0,0,4,"78,14",-100,0,0,0,23,,,,,,,,39199090,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
19,80010765,ADESIVO ADEK2U20 LOGO KLD APLICADOR ATP120 ARTIX ECL2101 R00,,C,N,N,UN,80010765,0,0,1,2,-100,0,0,0,23,,,,,,,,39199090,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
20,80010767,ADESIVO ADEK2U22 FIXADOR SUPORTE CINTA ARTIX ECL2101 R01,,C,N,N,UN,80010767,0,0,1,14,-100,0,0,0,23,,,,,,,,39199090,,0,000,,0,0,0,100,11/06/2026,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
21,3027964,ADESIVO APLICADOR FACIAL SONOFOCUS SAFIRA,,C,N,N,UN,3027964,0,0,2,11,"36,3636",15,"2,98",0,23,,,,,,,,39199090,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
22,1727710,ADESIVO APLICADOR ULTRAMED,,C,N,N,UN,1727710,0,0,3,"21,49",-100,0,0,0,23,,,,MEDICAL SAN ,,,,39199020,,0,101,0,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,"35,96",,,99|99|00,,False,,S,,0,0,999,0,0,0,0,0,0,0,0,0,,,,,0,0,000,000001,0,0,0,0,0,0,
23,5852,ADESIVO BEAUTY DERMO ANTIGO,,C,N,N,UN,5852,0,0,4,45,"211,11",140,"27,83",0,23,,,,,,,,39199090,,0,000,,0,0,0,100,,12/06/2026,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
24,7852,ADESIVO BEAUTY DERMO R04,,C,N,N,UN,7852,0,0,5,50,180,140,"27,83",0,23,,,,,,,,39199090,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
25,1224,ADESIVO BEAUTY DERMO REV.01,,C,N,N,UN,1224,2,2,3,60,150,150,"29,82",0,23,,,,,,,,39199090,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
43,3027064,ADESIVO PAINEL SONOPULSE III - (10/11)                                           NS: 0000000025,,C,N,N,UN,3027064,0,0,4,"59,7",-100,0,0,0,23,,,,,,,,39199090,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
44,3027608,ADESIVO PAINEL SONOPULSE III - VS 2,,C,N,N,UN,3027608,1,1,11,"59,7","117,76",130,"25,84",0,23,,,,,,,,39199090,,0,000,,0,0,0,100,,12/06/2026,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
45,3027190,ADESIVO PAINEL SONOPULSE III (03/13)                                             NS: 0000000130,,C,N,N,UN,3027190,0,0,0,"59,71","117,719",130,"25,84",0,23,,,,,,,,39199090,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
46,3027264,ADESIVO PAINEL THERMOPULSE SOLID STATE - VS. 01/14                               NS: 0000000025,,C,N,N,UN,3027264,0,0,1,"129,51",-100,0,0,0,23,,,,,,,,39199090,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
47,3027752,ADESIVO PAINEL VEGA                                                              NS: 0000000009,,C,N,N,UN,3027752,0,0,2,"103,39",-100,0,0,0,23,,,,,,,,39199090,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
48,3027349,ADESIVO SAIDA THERMOPULSE SOLID STATE 05/14                                      NS: 0000000010,,C,N,N,UN,3027349,0,0,1,"103,6",-100,0,0,0,23,,,,,,,,39199090,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
26,6254,ADESIVO CANETA HF REV.01,,C,N,N,UN,6254,0,0,4,"41,17","103,7892","83,9","16,6468",0,2,,,,HTM ,,,,39199090,,0,101,0,0,0,0,100,,,True,100,0,0,5102,6102,False,"83,9","83,9",,False,"37,13",,,99|99|00,,False,,S,,0,0,999,0,0,0,0,0,0,0,0,0,,,,,0,0,000,000001,0,0,0,0,0,0,
27,12557,ADESIVO ESP TEC CLUSTER LED AZUL (VN),,C,N,N,UN,12557,0,0,1,"2,81",-100,0,0,0,23,,,,,,,,39199090,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
28,12552,ADESIVO ESP TEC CLUSTER LED VERMELHO (VN),,C,N,N,UN,12552,0,0,1,"2,8",-100,0,0,0,23,,,,,,,,39199090,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
29,8118,ADESIVO FLUENCE R04,,C,N,N,UN,8118,0,0,5,"44,02","195,3203",130,"25,84",0,23,,,,,,,,39199090,,0,000,,0,0,0,100,,10/06/2026,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
30,7461,ADESIVO LOGO HTM R02,,C,N,N,UN,7461,0,0,3,"6,69",-100,0,0,0,23,,,,,,,,39199090,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
31,3027047,ADESIVO PAINEL - ARES  (VENDAS)                                                  NS: 0000000024,,C,N,N,UN,3027047,0,0,4,"59,7",-100,0,0,0,23,,,,,,,,39199090,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
49,3027003,ADESIVO SCHILIEPHAKE COD. (A-010)                                                NS: AUTO043225,,C,N,N,UN,3027003,0,0,1,"15,81",-100,0,0,0,23,,,,,,,,39199090,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
51,7236,ADESIVO SONIC COMPACT 1-3 MHZ R05,,C,N,N,UN,7236,0,0,4,"60,68",-100,0,0,0,23,,,,,,,,39199090,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
52,7187,ADESIVO SONIC COMPACT MAXX R01,,C,N,N,UN,7187,0,0,4,"92,19",-100,0,0,0,23,,,,,,,,39199090,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
53,6157,ADESIVO STIMULUS PHYSIO 4 CANAIS R01,,C,N,N,UN,6157,0,0,4,"69,49",-100,0,0,0,23,,,,,,,,39199090,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
54,7855,ADESIVO STIMULUS-R R05,,C,N,N,UN,7855,2,2,2,"96,71","137,8244",230,"45,73",0,23,,,,,,,,39199090,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
465,16153,PEDALEIRA CORPO PLASTICO SEM PROTECAO 1NA+1NF 10A 250VAC - TFS-201-L1 TELUZ TFS-201-L1,,C,N,N,UN,16153,0,0,2,"49,39","244,1992",170,"33,5968",0,28,,,,,,PEDALEIRA CORPO PLASTICO ,,85365090,,3,101,0,0,0,0,100,,27/05/2026,True,100,0,0,5102,6102,False,170,170,7901092002169,False,"27,92",,,99|99|00,,False,,S,,0,0,999,0,0,0,18,"8,1",0,0,0,0,,,,,0,0,000,000001,0,0,0,0,0,0,
32,3027513,ADESIVO PAINEL ARES- 2016                                                        NS: 0000000038,,C,N,N,UN,3027513,0,0,5,"60,58",-100,0,0,0,23,,,,,,,,39199090,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
33,3027070,ADESIVO PAINEL DERMOSTEAM - (11/11)                                              NS: 0000000098,,C,N,N,UN,3027070,1,1,8,"42,14","158,6711","109,004","21,67",0,23,,,,,,,,39199090,,0,000,,0,0,0,100,25/05/2026,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
34,3027626,ADESIVO PAINEL DERMOSTEAM LED THERAPY                                            NS: 0000000018,,C,N,N,UN,3027626,0,0,5,"42,14","206,1224",129,"25,1953",0,23,,,,,,,,39199090,,0,101,0,0,0,0,100,,,True,100,0,0,5102,6102,False,109,109,,False,"37,13",,,99|99|00,,False,,S,,0,0,999,0,0,0,0,0,0,0,0,0,,,,,0,0,000,000001,0,0,0,0,0,0,
35,3027081,ADESIVO PAINEL DERMOTONUS ESTHETIC - (02/12)                                     NS: 0000000048,,C,N,N,UN,3027081,0,0,3,"103,6","170,1738","279,9","54,03",0,4,,,,IBRAMED,,ADESIVO PAINEL DERMOTONUS,,39199090,,0,101,0,0,0,0,100,,,True,100,0,0,5102,6102,False,"279,9","279,9",,False,"37,13",,,99|99|00,,False,,S,,0,0,999,0,0,0,0,0,0,0,0,0,,,,,0,0,000,000001,0,0,0,0,0,0,
36,3027260,ADESIVO PAINEL HECCUS  VS 04/13                                                  NS: 0000000068,,C,N,N,UN,3027260,1,1,10,"69,36","217,1857",220,"43,74",0,23,,,,,,,,39199090,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
37,3027520,ADESIVO PAINEL MODELLATA - V2.0,,C,N,N,UN,3027520,2,2,4,"59,7","101,005",120,"23,86",0,23,,,,,,,,39199090,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
55,4487,ADESIVO TENS-FES R07 MEMBRANA,,C,N,N,UN,4487,2,2,1,"112,23","96,4715","220,5","43,84",0,23,,,,,,,,39199090,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
56,3027963,ADESIVO VINIL APLICADOR FACIAL SONOFOCUS SAFIRA,,C,N,N,UN,3027963,0,0,2,3,"133,3333",7,"1,39",0,23,,,,,,,,39199090,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
58,10784,ALIVIADOR DO CABO APLICADOR ACRUS (IMP),,C,N,N,UN,10784,1,1,3,90,"733,3333",750,"144,5087",0,20,,,,HTM,,,,39269090,,0,101,0,0,0,0,100,,,True,100,0,0,5102,6102,False,120,120,,False,"33,45",,,99|99|00,,False,,S,,0,0,999,0,0,0,0,0,0,0,0,0,,,,,0,0,000,000001,0,0,0,0,0,0,
59,1227,AMPOLA DE OZONIO,,C,N,N,UN,1227,0,0,3,"25,71",-100,0,0,0,23,,,,,,,,70179000,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
60,21,AMPOLA DE OZONIO,,C,N,N,UN,21,0,0,19,10,-100,0,0,0,23,,,,,,,,70179000,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
61,3025021,ANEL DE REFORCO PARA MANGUEIRA - HOOKE   (VENDAS)                                NS: 0000000001,,C,N,N,UN,3025021,0,0,2,"7,9",-100,0,0,0,23,,,,,,,,70200090,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
459,9600,PLACA MONTADA MANOPLA 3 FUNÇOES RADIOMETRO NIOO,,C,N,N,UN,PMMAN09600,0,0,2,"387,2",0,0,0,0,3,,,,,,PL MONTADA MANOPLA 3 FUNÇ,,90330000,,0,00,,0,0,0,100,,27/04/2026,True,100,0,0,,,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,12,"46,47",0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
62,12795,"ANEL ORING 2143 61,60Ø X 2,62 ESP. NITRILICA",,C,N,N,UN,12795,1,1,0,"1,62","1659,2593","28,5","5,67",0,23,,,,,,,,40169300,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
63,2039566,APLICADOR DE RADIOFREQUENCIA BIPOLAR-HOOKE 2014                                  NS: 1465001001,,C,N,N,UN,2039566,0,0,2,"681,55",-100,0,0,0,23,,,,,,,,90330000,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
64,3025011,APLICADOR EM SILICONE P/ RADIOFREQUENCIA                                         NS: AUTO044389,,C,N,N,UN,3025011,0,0,2,"125,4",-100,0,0,0,23,,,,,,,,90183999,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
65,2039940,APLICADOR MODELLATA - ORBITAL                                                    NS: 1549690021,,C,N,N,UN,2039940,0,0,0,"965,8","65,6658",1600,"318,09",0,23,,,,,,,,90330000,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
66,2039534,APLICADOR SONOFOCUS                                                              NS: 1440671001,,C,N,N,UN,2039534,0,0,1,"781,42",-100,0,0,0,23,,,,,,,,90330000,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
67,3068,ARO INFERIOR - APLICADOR VIBRIA_HIBRIDI,,C,N,N,UN,3068,3,3,32,"1,65","2627,2727",45,"8,95",0,23,,,,,,,,90189099,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
68,3066,ARO SUPERIOR - APLICADOR VIBRIA_HIBRIDI,,C,N,N,UN,3066,5,5,10,"1,65","2627,2727",45,"8,95",0,23,,,,,,,,90189099,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
69,137327,BASE DA BORRACHA EXCENTRICA,,C,N,N,UN,13-7327,10,10,52,35,"142,8571",85,"16,9",0,8,,,,SHOPLIBRE COMERCIAL LTDA,,,,40169300,,0,101,0,0,0,0,100,25/06/2026,,True,100,0,0,5102,6102,False,85,85,,False,"34,84",,,99|99|00,,False,,S,,0,0,999,0,0,0,0,0,0,0,0,0,,,,,0,0,000,000001,0,0,0,0,0,0,
70,11078,BASE DE ENCAIXE DO SUPORTE ACRUS FURADO,,C,N,N,UN,11078,0,0,3,"144,52",-100,0,0,0,23,,,,,,,,90189099,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
71,3029084,BASE GABINETE SAFIRA V2.0                                                        NS: 0000000065,,C,N,N,UN,3029084,1,1,6,"51,8","266,7954",190,"37,77",0,23,,,,,,,,39269090,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
72,2123006,BASE PARA GABINETE DO SUPORTE DE APLICADORES LINHA DIAMOND                       NS: 1553051001,,C,N,N,UN,2123006,0,0,4,"15,81",-100,0,0,0,23,,,,,,,,39269090,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
73,2123007,BASE PARA SUPORTE DE APLICADORES LINHA DIAMANTE                                  NS: 1553101001,,C,N,N,UN,2123007,0,0,4,"15,81",-100,0,0,0,23,,,,,,,,39269090,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
74,3688,BOBINA DE ALTA FREQUENCIA HTM REV.01,,C,N,N,UN,3688,0,0,9,"29,01","520,4757",180,"35,79",0,23,,,,,,,,85043199,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
75,3024210,BOBINA HF 4 FIOS P/DERMOSTEAM CUSTOMIZADA,,C,N,N,UN,3024210,0,0,31,28,"542,8571",180,"35,79",0,23,,,,,,,,90189099,,0,000,,0,0,0,100,01/07/2026,30/06/2026,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
76,3025217,BOBINA THORK MONTADA,,C,N,N,UN,3025217,1,1,1,1600,"37,5",2200,"437,38",0,23,,,,,,,,85045000,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
77,5263,BOMBA D AGUA KLD,,C,N,N,UN,5263,2,2,4,425,"41,1765",600,"119,28",0,23,,,,,,,,28539090,,0,000,,0,0,0,100,07/07/2026,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
78,3065009,BOMBA DE AGUA BRUSHILEES 12VDC,,C,N,N,UN,3065009,1,1,2,"562,4","166,7141",1500,"298,21",0,23,,,,,,,,28539090,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
79,4310,BOMBA DE AGUA MP-20RM,,C,N,N,UN,4310,1,1,0,570,"40,3509",800,"159,05",0,23,,,,,,,,28539090,,0,000,,0,0,0,100,18/06/2026,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
80,11647,BOMBA HIDRAULICA MINI 12VDC,,C,N,N,UN,11647,0,0,4,"111,88","212,84",350,"69,58",0,23,,,,,,,,84138100,,0,000,,0,0,0,100,25/06/2026,30/06/2026,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
81,3016005,BOMBA PISTAO OSCILANTE 12VCC                                                     NS: 0000031824,,C,N,N,UN,3016005,0,0,2,299,-100,0,0,0,23,,,,,,,,84141000,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
82,147327,BORRACHA EXCENTRICA,,C,N,N,UN,14-7327,0,0,51,260,"107,6923",540,"107,36",0,8,,,,SHOPLIBRE COMERCIAL LTDA,,,,90189099,,0,101,0,0,0,0,100,25/06/2026,,True,100,0,0,5102,6102,False,540,540,,False,"33,45",,,99|99|00,,False,,S,,0,0,999,0,0,0,0,0,0,0,0,0,,,,,0,0,000,000001,0,0,0,0,0,0,
83,7921,BORRACHA INFERIOR DO APLICADOR FLOATING (P.427C),,C,N,N,UN,7921,3,3,34,25,80,45,"8,95",0,23,,,,,,,,90189099,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
84,7919,BORRACHA SUPERIOR DO APLICADOR VIBRIA,,C,N,N,UN,7919,5,5,5,"52,15","130,1055",120,"23,86",0,23,,,,,,,,39269090,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
85,4595,BORRACHA VEDACAO APLICADOR SONIC REV.02,,C,N,N,UN,4595,2,2,4,"45,98","245,8025",159,"31,61",0,23,,,,,,,,90189099,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
86,3029077,BOTAO EMBORRACHADO DA PROBE                                                      NS: 0000000019,,C,N,N,UN,3029077,1,1,4,"3,39","194,9853",10,"1,99",0,23,,,,,,,,39269090,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
87,3025348,"BUCHA ALIVIADOR TUBO 7/8""                                                        NS: 0000000035",,C,N,N,UN,3025348,0,0,2,"28,1",-100,0,0,0,23,,,,,,,,39269090,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
88,3038520,BUCHA APLICADOR VEGA                                                             NS: 0000000013,,C,N,N,UN,3038520,0,0,1,"15,12",-100,0,0,0,23,,,,,,,,39172900,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
89,3025347,"BUCHA TRAVA PARA TUBO KEL-C 7/8""                                                 NS: 0000000035",,C,N,N,UN,3025347,0,0,2,"24,59",-100,0,0,0,23,,,,,,,,39269090,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
90,2703,BUCHA USINADA ILUMINACAO MANOPLA PLASMA R03,,C,N,N,UN,BUUSI02703,0,0,4,"73,79",-100,0,0,0,23,,,,,,,,39269090,,0,000,,0,0,0,100,,,True,100,0,0,5102,6102,False,0,0,,False,0,,,,,False,,S,,0,0,999,,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,
