Codigo/SKU;Descricao;Estoque MGV;Estoque Bling;Diferenca Saldo;NCM MGV;NCM Bling;Preco MGV (R$);Preco Bling (R$);Status;Diagnostico Divergencias
"02110730";"CABO APLICADOR SONOFOCUS CORPORAL Ns: 1529351001";0;0;0;"85444200";"";67.76;67.76;"FISCAL_DIVERGENCE";"NCM divergente: MGV (85444200) vs Bling (Não preenchido)"
"3073238";"CABO APLICADOR THORK SAFIRA FDA - MONTADO                                        NS: 0000000039";0;0;0;"85444200";"";0.00;258.20;"FISCAL_DIVERGENCE";"NCM divergente: MGV (85444200) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 258.20)"
"02110189";"CABO APLICADOR VEGA - PREPARADO";0;0;0;"85444200";"";176.00;176.00;"FISCAL_DIVERGENCE";"NCM divergente: MGV (85444200) vs Bling (Não preenchido)"
"2110189";"CABO APLICADOR VEGA - PREPARADO                                                  NS: 1492191001";5;0;5;"85444900";"";930.00;930.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (5) vs Bling (0) [Dif: +5] | NCM divergente: MGV (85444900) vs Bling (Não preenchido)"
"25001429";"CABO AVATAR";2;0;2;"85444200";"";0.00;1.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (2) vs Bling (0) [Dif: +2] | NCM divergente: MGV (85444200) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 1.00)"
"177";"CABO CABEÇOTE ULTRASSOM";0;0;0;"85444200";"";220.00;220.00;"FISCAL_DIVERGENCE";"NCM divergente: MGV (85444200) vs Bling (Não preenchido)"
"13511";"CABO CANETA AURIUS PLASMA COM PLUG INJETADO";1;0;1;"85444200";"";479.00;479.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (1) vs Bling (0) [Dif: +1] | NCM divergente: MGV (85444200) vs Bling (Não preenchido)"
"7566";"CABO COM PLUG INJETADO HTM P/ MASCARA FACE E PESCOÇO R01";0;0;0;"85444200";"";470.00;203.00;"FISCAL_DIVERGENCE";"NCM divergente: MGV (85444200) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 470.00) vs Bling (R$ 203.00)"
"7568";"CABO COM PLUG INJETADO HTM P/ MASCARA LED FACIAL R01";1;0;1;"85444200";"";87.00;87.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (1) vs Bling (0) [Dif: +1] | NCM divergente: MGV (85444200) vs Bling (Não preenchido)"
"3049122";"CABO CONECTOR INTERLOCK";0;0;0;"85444200";"";17.90;17.90;"FISCAL_DIVERGENCE";"NCM divergente: MGV (85444200) vs Bling (Não preenchido)"
"362";"CABO CONECTOR INTERLOCK                                                          NS: 0000000057";3;0;3;"85444200";"";0.00;9.56;"QTY_DIVERGENCE";"Estoque divergente: MGV (3) vs Bling (0) [Dif: +3] | NCM divergente: MGV (85444200) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 9.56)"
"13642";"CABO DE ACESSORIO PRE-MONTADO";2;0;2;"85444200";"";0.00;165.38;"QTY_DIVERGENCE";"Estoque divergente: MGV (2) vs Bling (0) [Dif: +2] | NCM divergente: MGV (85444200) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 165.38)"
"591";"CABO DE FORÇA BIPOLAR 2 PINOS";8;0;8;"85444200";"";0.00;1.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (8) vs Bling (0) [Dif: +8] | NCM divergente: MGV (85444200) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 1.00)"
"590";"CABO DE FORÇA TRIPOLAR - MICKEY";2;0;2;"85444200";"";0.00;1.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (2) vs Bling (0) [Dif: +2] | NCM divergente: MGV (85444200) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 1.00)"
"153685";"CABO DE FORÇA TRIPOLAR MACHO E FEMEA";3;0;3;"85444200";"";45.00;45.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (3) vs Bling (0) [Dif: +3] | NCM divergente: MGV (85444200) vs Bling (Não preenchido)"
"4042202";"CABO DE ULTRASSOM E DE CRIOLIPOLISE";199;0;199;"85444200";"";35.00;35.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (199) vs Bling (0) [Dif: +199] | NCM divergente: MGV (85444200) vs Bling (Não preenchido)"
"9170";"CABO DISPERSIVO EMB. 1UN.";3;0;3;"90189099";"";179.90;179.90;"QTY_DIVERGENCE";"Estoque divergente: MGV (3) vs Bling (0) [Dif: +3] | NCM divergente: MGV (90189099) vs Bling (Não preenchido)"
"3049102";"CABO DISPERSIVO FIO UNICO CINZA-PINO PRETO";2;0;2;"85444200";"";110.00;110.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (2) vs Bling (0) [Dif: +2] | NCM divergente: MGV (85444200) vs Bling (Não preenchido)"
"25001911";"CABO DISPERSIVO HERTIX 2018";1;0;1;"85444900";"";159.90;159.90;"QTY_DIVERGENCE";"Estoque divergente: MGV (1) vs Bling (0) [Dif: +1] | NCM divergente: MGV (85444900) vs Bling (Não preenchido)"
"3049123";"CABO DO APLICADOR - FAMILIA ULTRASSOM/SONOPULSE - MONTADO";0;0;0;"85444200";"";220.00;220.00;"FISCAL_DIVERGENCE";"NCM divergente: MGV (85444200) vs Bling (Não preenchido)"
"0304912.3";"CABO DO APLICADOR - FAMILIA ULTRASSOM/SONOPULSE - MONTADO                        Ns: 0000000105";0;0;0;"85444200";"";31.36;31.36;"FISCAL_DIVERGENCE";"NCM divergente: MGV (85444200) vs Bling (Não preenchido)"
"BLING-16683621109";"CABO DO APLICADOR - FAMILIA ULTRASSOM/SONOPULSE - MONTADO                        Ns: 0000000109";0;0;0;"85444200";"";31.36;31.36;"FISCAL_DIVERGENCE";"NCM divergente: MGV (85444200) vs Bling (Não preenchido)"
"02110457";"CABO DO APLICADOR - FAMILIA ULTRASSOM/SONOPULSE - MONTADO                     Ns: 0000000094";0;0;0;"85444200";"";44.80;44.80;"FISCAL_DIVERGENCE";"NCM divergente: MGV (85444200) vs Bling (Não preenchido)"
"03049114";"CABO DO APLICADOR DE ULTRASSOM FAMILIA SONOPULSE   Ns: 0000000008";0;0;0;"85444200";"";23.52;23.52;"FISCAL_DIVERGENCE";"NCM divergente: MGV (85444200) vs Bling (Não preenchido)"
"2039911";"CABO DO CABECOTE HECCUS TURBO - VENDAS                                           NS: AUTO037730";16;0;16;"85444200";"";470.00;470.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (16) vs Bling (0) [Dif: +16] | NCM divergente: MGV (85444200) vs Bling (Não preenchido)"
"03049095";"CABO ELETROESTIMULACAO DUPLO BRANCO -PINO  VERMELHO E PINO PRETO";0;0;0;"85444200";"";29.40;29.40;"FISCAL_DIVERGENCE";"NCM divergente: MGV (85444200) vs Bling (Não preenchido)"
"3049095";"CABO ELETROESTIMULACAO DUPLO BRANCO -PINO VERMELHO E PINO PRETO                  NS: 0000000104";0;0;0;"85444200";"";90.00;90.00;"FISCAL_DIVERGENCE";"NCM divergente: MGV (85444200) vs Bling (Não preenchido)"
"CFOP5949";"CABO ELETROESTIMULACAO DUPLO BRANCO -PINO VERMELHO E PINO PRETO                  Ns: 0000000061";0;0;0;"85444200";"";29.40;29.40;"FISCAL_DIVERGENCE";"NCM divergente: MGV (85444200) vs Bling (Não preenchido)"
"03017105";"CABO FLAT 24 VIAS - METRO                                                        Ns: 0000000005";0;0;0;"85444200";"";30.40;30.40;"FISCAL_DIVERGENCE";"NCM divergente: MGV (85444200) vs Bling (Não preenchido)"
"2049096";"CABO HECCUS - ANTIGO";1;0;1;"90189099";"";480.00;480.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (1) vs Bling (0) [Dif: +1] | NCM divergente: MGV (90189099) vs Bling (Não preenchido)"
"789309559336";"CABO HIGH DEFINITION MULTIMEDIA";3;0;3;"85444200";"";0.00;1.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (3) vs Bling (0) [Dif: +3] | NCM divergente: MGV (85444200) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 1.00)"
"7388";"CABO MANGA COM PLUG INJETADO HTM CANETA LASER";8;0;8;"85444200";"";289.00;289.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (8) vs Bling (0) [Dif: +8] | NCM divergente: MGV (85444200) vs Bling (Não preenchido)"
"7543";"CABO MANGA COM PLUG INJETADO HTM CANETA LASER 904";5;0;5;"85444200";"";289.00;289.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (5) vs Bling (0) [Dif: +5] | NCM divergente: MGV (85444200) vs Bling (Não preenchido)"
"6747";"CABO MANGA COM PLUG INJETADO HTM P/ CLUSTER LED";5;0;5;"90189099";"";470.00;470.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (5) vs Bling (0) [Dif: +5] | NCM divergente: MGV (90189099) vs Bling (Não preenchido)"
"8366";"CABO MANGA COM PLUG INJETADO HTM P/ CLUSTER LED";13;0;13;"85444200";"";291.90;291.90;"QTY_DIVERGENCE";"Estoque divergente: MGV (13) vs Bling (0) [Dif: +13] | NCM divergente: MGV (85444200) vs Bling (Não preenchido)"
"6599";"CABO MANGA COM PLUG INJETADO HTM REV.01";12;0;12;"85444200";"";291.90;291.90;"QTY_DIVERGENCE";"Estoque divergente: MGV (12) vs Bling (0) [Dif: +12] | NCM divergente: MGV (85444200) vs Bling (Não preenchido)"
"270";"CABO MANGA COM PLUG INJETADO P/ CLUSTER LED COMB. VET";1;0;1;"90189099";"";470.00;470.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (1) vs Bling (0) [Dif: +1] | NCM divergente: MGV (90189099) vs Bling (Não preenchido)"
"7567";"CABO MANGA COM PLUG INJETADO PARA APLICADOR INTIMO";1;0;1;"90189099";"";470.00;470.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (1) vs Bling (0) [Dif: +1] | NCM divergente: MGV (90189099) vs Bling (Não preenchido)"
"12866";"CABO MANGA COM PLUG INJETADO/LED COMBINADO PREPARADO";4;0;4;"90189099";"";470.00;470.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (4) vs Bling (0) [Dif: +4] | NCM divergente: MGV (90189099) vs Bling (Não preenchido)"
"268";"CABO MANGA COM PLUGUE INJETADO CANETA LASER 904 VET";4;0;4;"90189099";"";470.00;470.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (4) vs Bling (0) [Dif: +4] | NCM divergente: MGV (90189099) vs Bling (Não preenchido)"
"269";"CABO MANGA COM PLUGUE INJETADO HTM CANETA LASER VET";2;0;2;"90189099";"";470.00;470.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (2) vs Bling (0) [Dif: +2] | NCM divergente: MGV (90189099) vs Bling (Não preenchido)"
"2071793";"CABO MANGUEIRA APLICADOR THORK METAL";5;0;5;"90189099";"";651.50;651.50;"QTY_DIVERGENCE";"Estoque divergente: MGV (5) vs Bling (0) [Dif: +5] | NCM divergente: MGV (90189099) vs Bling (Não preenchido)"
"398";"CABO MANOPLA";0;0;0;"85444200";"";470.00;470.00;"FISCAL_DIVERGENCE";"NCM divergente: MGV (85444200) vs Bling (Não preenchido)"
"1437534";"CABO MANOPLA 6 VIAS COLD";4;0;4;"85444900";"";0.00;239.73;"QTY_DIVERGENCE";"Estoque divergente: MGV (4) vs Bling (0) [Dif: +4] | NCM divergente: MGV (85444900) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 239.73)"
"2301";"CABO MANOPLA C PRENSACABO INJETADO NIOO R01";3;0;3;"85444200";"";0.00;83.40;"QTY_DIVERGENCE";"Estoque divergente: MGV (3) vs Bling (0) [Dif: +3] | NCM divergente: MGV (85444200) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 83.40)"
"303";"CABO MANOPLA D6,5 X C2165MM DUPLO R03";11;0;11;"85444200";"";470.00;470.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (11) vs Bling (0) [Dif: +11] | NCM divergente: MGV (85444200) vs Bling (Não preenchido)"
"11400";"CABO MANOPLA LUMMER/OXYLUMEN";1;0;1;"85444200";"";250.00;250.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (1) vs Bling (0) [Dif: +1] | NCM divergente: MGV (85444200) vs Bling (Não preenchido)"
"03017004";"CABO MICROFONE 1 X 0,14MM                                                        Ns: 0000000123";0;0;0;"85444200";"";5.04;5.04;"FISCAL_DIVERGENCE";"NCM divergente: MGV (85444200) vs Bling (Não preenchido)"
"00002";"CABO MICROFONE 4 X 0,30MM CINZA ESP HTM";0;0;0;"85444200";"";14.87;14.87;"FISCAL_DIVERGENCE";"NCM divergente: MGV (85444200) vs Bling (Não preenchido)"
"8627";"CABO MICROFONE APLICADOR FACIAL RF";3;0;3;"85444200";"";630.00;630.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (3) vs Bling (0) [Dif: +3] | NCM divergente: MGV (85444200) vs Bling (Não preenchido)"
"10082";"CABO MICROFONE APLICADOR FACIAL ULTRAFOCUS";7;0;7;"85444200";"";470.00;470.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (7) vs Bling (0) [Dif: +7] | NCM divergente: MGV (85444200) vs Bling (Não preenchido)"
"7200";"CABO MICROFONE COM PLUG INJETADO HTM P/ SONIC COMPACT";6;0;6;"85444200";"";470.00;470.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (6) vs Bling (0) [Dif: +6] | NCM divergente: MGV (85444200) vs Bling (Não preenchido)"
"25001899";"CABO MONTADO KAVYS TUS1901";4;0;4;"85444200";"";470.00;470.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (4) vs Bling (0) [Dif: +4] | NCM divergente: MGV (85444200) vs Bling (Não preenchido)"
"10083";"CABO MULTIVIAS APLICADOR CORPORAL ULTRAFOCUS";3;0;3;"85444200";"";0.00;274.46;"QTY_DIVERGENCE";"Estoque divergente: MGV (3) vs Bling (0) [Dif: +3] | NCM divergente: MGV (85444200) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 274.46)"
"8796";"CABO MULTIVIAS APLICADOR VIBRIA MAXX_HIBRIDI";7;0;7;"85444200";"";470.00;470.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (7) vs Bling (0) [Dif: +7] | NCM divergente: MGV (85444200) vs Bling (Não preenchido)"
"9933";"CABO PARA APLICADOR VACUO + LED COM PLUG INJETADO";2;0;2;"90189099";"";0.00;348.09;"QTY_DIVERGENCE";"Estoque divergente: MGV (2) vs Bling (0) [Dif: +2] | NCM divergente: MGV (90189099) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 348.09)"
"6717";"CABO PARA CORRENTE BIFASICA AZUL E LARANJA R02 EMB. 1UN.";1;0;1;"85444900";"";0.00;104.57;"QTY_DIVERGENCE";"Estoque divergente: MGV (1) vs Bling (0) [Dif: +1] | NCM divergente: MGV (85444900) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 104.57)"
"3576";"CABO PARA CORRENTE BIFASICA AZUL VIBRIA EMB. 1UN.";5;0;5;"85444900";"";0.00;45.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (5) vs Bling (0) [Dif: +5] | NCM divergente: MGV (85444900) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 45.00)"
"3577";"CABO PARA CORRENTE BIFASICA CINZA VIBRIA EMB. 1UN.";5;0;5;"85444900";"";0.00;45.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (5) vs Bling (0) [Dif: +5] | NCM divergente: MGV (85444900) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 45.00)"
"6719";"CABO PARA CORRENTE BIFASICA LARANJA E CINZA R02 EMB. 1UN.";2;0;2;"85444900";"";135.90;135.90;"QTY_DIVERGENCE";"Estoque divergente: MGV (2) vs Bling (0) [Dif: +2] | NCM divergente: MGV (85444900) vs Bling (Não preenchido)"
"3578";"CABO PARA CORRENTE BIFASICA LARANJA VIBRIA EMB. 1UN.";4;0;4;"85444900";"";0.00;45.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (4) vs Bling (0) [Dif: +4] | NCM divergente: MGV (85444900) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 45.00)"
"6721";"CABO PARA CORRENTE BIFASICA VERDE E AZUL R02 EMB. 1UN.";3;0;3;"85444900";"";0.00;104.58;"QTY_DIVERGENCE";"Estoque divergente: MGV (3) vs Bling (0) [Dif: +3] | NCM divergente: MGV (85444900) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 104.58)"
"6198";"CABO PARA CORRENTE BIFASICA VERDE E AZUL REV.02";2;0;2;"85444200";"";119.90;119.90;"QTY_DIVERGENCE";"Estoque divergente: MGV (2) vs Bling (0) [Dif: +2] | NCM divergente: MGV (85444200) vs Bling (Não preenchido)"
"3579";"CABO PARA CORRENTE BIFASICA VERDE VIBRIA EMB. 1UN.";5;0;5;"85444900";"";0.00;45.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (5) vs Bling (0) [Dif: +5] | NCM divergente: MGV (85444900) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 45.00)"
"3017011";"CABO PONTA DE PROVA EXTRA-FLEXIVEL 0,30MM2 - PRETO                               Ns: 0000000030";1;0;1;"85369040";"";0.00;4.08;"QTY_DIVERGENCE";"Estoque divergente: MGV (1) vs Bling (0) [Dif: +1] | NCM divergente: MGV (85369040) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 4.08)"
"3017007";"CABO PP FEMEA I.E.C. 3 X 0.75 X 1500MM";2;0;2;"85444200";"";55.00;55.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (2) vs Bling (0) [Dif: +2] | NCM divergente: MGV (85444200) vs Bling (Não preenchido)"
"3017006";"CABO PP FEMEA IEC - 2 X 0.75 X 1500MM";0;0;0;"85444200";"";45.00;45.00;"FISCAL_DIVERGENCE";"NCM divergente: MGV (85444200) vs Bling (Não preenchido)"
"25001419";"CABO RADIOFREQUENCIA HERTIX";1;0;1;"85444200";"";470.00;470.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (1) vs Bling (0) [Dif: +1] | NCM divergente: MGV (85444200) vs Bling (Não preenchido)"
"3300";"CAIXA ELETRODO MONOFACE NAC";1;0;1;"90189099";"";0.00;439.23;"QTY_DIVERGENCE";"Estoque divergente: MGV (1) vs Bling (0) [Dif: +1] | NCM divergente: MGV (90189099) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 439.23)"
"80018388";"CAIXA PLASTICA APLIC TRANSDUTOR ARTIX ATP120";1;0;1;"94029090";"";930.00;930.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (1) vs Bling (0) [Dif: +1] | NCM divergente: MGV (94029090) vs Bling (Não preenchido)"
"80018389";"CAIXA PLASTICA APLIC TRANSDUTOR ARTIX ATP150";4;0;4;"94029090";"";980.00;980.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (4) vs Bling (0) [Dif: +4] | NCM divergente: MGV (94029090) vs Bling (Não preenchido)"
"80018390";"CAIXA PLASTICA APLIC TRANSDUTOR ARTIX ATP200";4;0;4;"94029090";"";1030.00;1030.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (4) vs Bling (0) [Dif: +4] | NCM divergente: MGV (94029090) vs Bling (Não preenchido)"
"80018387";"CAIXA PLASTICA APLIC TRANSDUTOR ARTIX ATP80";2;0;2;"94029090";"";530.00;530.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (2) vs Bling (0) [Dif: +2] | NCM divergente: MGV (94029090) vs Bling (Não preenchido)"
"2039042";"CANETA APLICADORA DUPLA TIPO A P/MICRODERMOABRASAO                               NS: 1431191001";3;0;3;"70179000";"";0.00;51.45;"QTY_DIVERGENCE";"Estoque divergente: MGV (3) vs Bling (0) [Dif: +3] | NCM divergente: MGV (70179000) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 51.45)"
"2039043";"CANETA APLICADORA REDONDA TIPO CAJU P/MICRODERMOABRASAO                          NS: 1493081001";3;0;3;"70179000";"";0.00;51.45;"QTY_DIVERGENCE";"Estoque divergente: MGV (3) vs Bling (0) [Dif: +3] | NCM divergente: MGV (70179000) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 51.45)"
"2039041";"CANETA APLICADORA TIPO U P/MICRODERMOABRASAO                                     NS: 9663201001";3;0;3;"70179000";"";79.90;79.90;"QTY_DIVERGENCE";"Estoque divergente: MGV (3) vs Bling (0) [Dif: +3] | NCM divergente: MGV (70179000) vs Bling (Não preenchido)"
"38";"CANETA DISCO PARA MICROCORRENTES";3;0;3;"90189099";"";207.00;207.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (3) vs Bling (0) [Dif: +3] | NCM divergente: MGV (90189099) vs Bling (Não preenchido)"
"30906004";"CANETA GANCHO BL";3;0;3;"90189099";"";90.00;90.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (3) vs Bling (0) [Dif: +3] | NCM divergente: MGV (90189099) vs Bling (Não preenchido)"
"03014469";"CAP CER 4700PF 1.5KV X7R 1206                                                    Ns: 0000000005";0;0;0;"90189099";"";4.76;4.76;"FISCAL_DIVERGENCE";"NCM divergente: MGV (90189099) vs Bling (Não preenchido)"
"80090064";"CAPACITOR SMD 0603 1NF";2;0;2;"85471000";"";0.00;3.27;"QTY_DIVERGENCE";"Estoque divergente: MGV (2) vs Bling (0) [Dif: +2] | NCM divergente: MGV (85471000) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 3.27)"
"5140";"CAPACITOR SMD CER. 470PF/1KV";10;0;10;"85322410";"";0.00;3.60;"QTY_DIVERGENCE";"Estoque divergente: MGV (10) vs Bling (0) [Dif: +10] | NCM divergente: MGV (85322410) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 3.60)"
"601";"CARCAÇA DA MANOPLA - DIVERSOS";1;0;1;"87141900";"";0.00;1.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (1) vs Bling (0) [Dif: +1] | NCM divergente: MGV (87141900) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 1.00)"
"1676";"CARCAÇA PLASTICA INFERIOR - VIBROCELL";2;0;2;"39269090";"";980.00;980.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (2) vs Bling (0) [Dif: +2] | NCM divergente: MGV (39269090) vs Bling (Não preenchido)"
"3026009";"CARTELA DE FUSIVEL DE PROTECAO";1;0;1;"85361000";"";0.00;1.50;"QTY_DIVERGENCE";"Estoque divergente: MGV (1) vs Bling (0) [Dif: +1] | NCM divergente: MGV (85361000) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 1.50)"
"1724592";"CHAPA ALUMINIO MANOPLA CRIODER G - MEDICAL SAN";6;0;6;"76169900";"";395.00;395.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (6) vs Bling (0) [Dif: +6] | NCM divergente: MGV (76169900) vs Bling (Não preenchido)"
"1584618";"CHAPA ALUMINIO MANOPLA CRIODER M - MEDICAL SAN";8;0;8;"76169900";"";370.00;370.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (8) vs Bling (0) [Dif: +8] | NCM divergente: MGV (76169900) vs Bling (Não preenchido)"
"8149";"CHAPA CIRCULAR DO CABECOTE REV.03 (CONF. DESENHO 005218";3;0;3;"76169900";"";33.00;33.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (3) vs Bling (0) [Dif: +3] | NCM divergente: MGV (76169900) vs Bling (Não preenchido)"
"1438131";"CHAPA DE CONTATO INOX 80MM";0;0;0;"73239300";"";0.00;151.37;"FISCAL_DIVERGENCE";"NCM divergente: MGV (73239300) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 151.37)"
"02110022";"CHICOTE  CONECTOR PARA APLICADOR RF  Ns: 1457341001";0;0;0;"85444200";"";67.76;67.76;"FISCAL_DIVERGENCE";"NCM divergente: MGV (85444200) vs Bling (Não preenchido)"
"3073142";"CHICOTE APLICADOR DISPERSIVO TECARTERAPIA-MONTADO";5;0;5;"90189099";"";120.00;120.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (5) vs Bling (0) [Dif: +5] | NCM divergente: MGV (90189099) vs Bling (Não preenchido)"
"3073027";"CHICOTE APLICADOR MODELLATA-MONTADO";3;0;3;"90189099";"";470.00;470.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (3) vs Bling (0) [Dif: +3] | NCM divergente: MGV (90189099) vs Bling (Não preenchido)"
"3073167";"CHICOTE APLICADOR PROBE 5 - 904 - PORTATIL - MONTADO";2;0;2;"90189099";"";470.00;470.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (2) vs Bling (0) [Dif: +2] | NCM divergente: MGV (90189099) vs Bling (Não preenchido)"
"3073166";"CHICOTE APLICADOR PROBE P4 - 808 - PORTALTIL - MONTADO";3;0;3;"90189099";"";470.00;470.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (3) vs Bling (0) [Dif: +3] | NCM divergente: MGV (90189099) vs Bling (Não preenchido)"
"03073167";"CHICOTE APLICADOR PROBE P5 - 904 - PORTATIL - MONTADO                            Ns: 0000000061";0;0;0;"85444200";"";90.00;90.00;"FISCAL_DIVERGENCE";"NCM divergente: MGV (85444200) vs Bling (Não preenchido)"
"3073159";"CHICOTE APLICADORES NEARTEK - MONTADO";2;0;2;"90189099";"";470.00;470.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (2) vs Bling (0) [Dif: +2] | NCM divergente: MGV (90189099) vs Bling (Não preenchido)"
"3073169";"CHICOTE CABO APLICADOR FACIAL";1;0;1;"90189099";"";0.00;1.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (1) vs Bling (0) [Dif: +1] | NCM divergente: MGV (90189099) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 1.00)"
"BLING-16672530994";"CHICOTE CABO APLICADOR FACIAL - MONTADO                                          Ns: 0000000013";0;0;0;"85444200";"";63.20;63.20;"FISCAL_DIVERGENCE";"NCM divergente: MGV (85444200) vs Bling (Não preenchido)"
"03073169";"CHICOTE CABO APLICADOR FACIAL - MONTADO                                          Ns: 0000000034";0;0;0;"85444200";"";44.24;44.24;"FISCAL_DIVERGENCE";"NCM divergente: MGV (85444200) vs Bling (Não preenchido)"
"3073009";"CHICOTE CLUSTER G1 MONTADO                                                       NS: AUTO034837";2;0;2;"85444900";"";0.00;92.94;"QTY_DIVERGENCE";"Estoque divergente: MGV (2) vs Bling (0) [Dif: +2] | NCM divergente: MGV (85444900) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 92.94)"
"2071357";"CHICOTE CLUSTER G3";3;0;3;"90189099";"";0.00;1.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (3) vs Bling (0) [Dif: +3] | NCM divergente: MGV (90189099) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 1.00)"
"3073011";"CHICOTE CLUSTER G3 MONTADO                                                       NS: 0000000017";3;0;3;"85444900";"";0.00;92.94;"QTY_DIVERGENCE";"Estoque divergente: MGV (3) vs Bling (0) [Dif: +3] | NCM divergente: MGV (85444900) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 92.94)"
