Codigo/SKU;Descricao;Estoque MGV;Estoque Bling;Diferenca Saldo;NCM MGV;NCM Bling;Preco MGV (R$);Preco Bling (R$);Status;Diagnostico Divergencias
"543";"PRISMA HAKON";1;0;1;"90189099";"";0.00;1.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (1) vs Bling (0) [Dif: +1] | NCM divergente: MGV (90189099) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 1.00)"
"25002044";"PROBE 2750";12;0;12;"90189099";"";0.00;1.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (12) vs Bling (0) [Dif: +12] | NCM divergente: MGV (90189099) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 1.00)"
"25002042";"PROBE 950";6;0;6;"90189099";"";0.00;1.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (6) vs Bling (0) [Dif: +6] | NCM divergente: MGV (90189099) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 1.00)"
"3025183";"PROJETIL APLICADOR THORK                                                         NS: 0000000048";3;0;3;"90330000";"";0.00;158.54;"QTY_DIVERGENCE";"Estoque divergente: MGV (3) vs Bling (0) [Dif: +3] | NCM divergente: MGV (90330000) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 158.54)"
"PART-TEST-RENT-1783965113429";"Placa Mãe Dell Latitude Teste";4;0;4;"90189099";"";800.00;800.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (4) vs Bling (0) [Dif: +4] | NCM divergente: MGV (90189099) vs Bling (Não preenchido)"
"PART-TEST-RENT-1783965085039";"Placa Mãe Dell Latitude Teste";4;0;4;"90189099";"";800.00;800.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (4) vs Bling (0) [Dif: +4] | NCM divergente: MGV (90189099) vs Bling (Não preenchido)"
"005510";"Placa SMPS LP HíbridI";1;0;1;"85371020";"";0.00;1.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (1) vs Bling (0) [Dif: +1] | NCM divergente: MGV (85371020) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 1.00)"
"37444";"Prolongador concreto 40x30 diversos";0;0;0;"90189099";"";41.10;41.10;"FISCAL_DIVERGENCE";"NCM divergente: MGV (90189099) vs Bling (Não preenchido)"
"10262";"RELE DE ESTADO SÓLIDO CDG1-1AA/40A";1;0;1;"85364900";"";0.00;292.43;"QTY_DIVERGENCE";"Estoque divergente: MGV (1) vs Bling (0) [Dif: +1] | NCM divergente: MGV (85364900) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 292.43)"
"02039171";"RESERVATORIO P/ DERMOSTEAM 110V";11;0;11;"90192020";"";375.00;375.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (11) vs Bling (0) [Dif: +11] | NCM divergente: MGV (90192020) vs Bling (Não preenchido)"
"1257";"RESISTENCIA ELETRICA 120V 750W";3;0;3;"85161000";"";0.00;110.21;"QTY_DIVERGENCE";"Estoque divergente: MGV (3) vs Bling (0) [Dif: +3] | NCM divergente: MGV (85161000) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 110.21)"
"556";"RESISTENCIA VAPOR 127W HTM ANTIGO";10;0;10;"85168090";"";0.00;1.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (10) vs Bling (0) [Dif: +10] | NCM divergente: MGV (85168090) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 1.00)"
"4116";"RESISTOR SMD 10R - 1206";10;0;10;"85331000";"";0.00;0.03;"QTY_DIVERGENCE";"Estoque divergente: MGV (10) vs Bling (0) [Dif: +10] | NCM divergente: MGV (85331000) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 0.03)"
"194";"ROLAMENTO";3;0;3;"90189099";"";150.00;150.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (3) vs Bling (0) [Dif: +3] | NCM divergente: MGV (90189099) vs Bling (Não preenchido)"
"542";"SENSOR DE FLUXO";15;0;15;"90189099";"";0.00;1.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (15) vs Bling (0) [Dif: +15] | NCM divergente: MGV (90189099) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 1.00)"
"03038559";"SENSOR DE FLUXO ICFS-02";0;0;0;"90189099";"";114.00;114.00;"FISCAL_DIVERGENCE";"NCM divergente: MGV (90189099) vs Bling (Não preenchido)"
"BLING-16480046063";"SENSOR DE FLUXO ICFS-0260                                                        Ns: 0000000034";0;0;0;"90189099";"";114.00;114.00;"FISCAL_DIVERGENCE";"NCM divergente: MGV (90189099) vs Bling (Não preenchido)"
"03038527";"SENSOR DE NIVEL LF322E-40";0;0;0;"90189099";"";142.40;142.40;"FISCAL_DIVERGENCE";"NCM divergente: MGV (90189099) vs Bling (Não preenchido)"
"BLING-16257468447";"SENSOR DE NIVEL LF322E-40                                                        Ns: 0000000008";0;0;0;"90189099";"";142.40;142.40;"FISCAL_DIVERGENCE";"NCM divergente: MGV (90189099) vs Bling (Não preenchido)"
"5557";"SENSOR DE TEMPERATURA DS18B20 - MAXIM";1;0;1;"85423190";"";400.00;400.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (1) vs Bling (0) [Dif: +1] | NCM divergente: MGV (85423190) vs Bling (Não preenchido)"
"10424";"SENSOR DE TEMPERATURA METALICO";9;0;9;"85334011";"";650.00;650.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (9) vs Bling (0) [Dif: +9] | NCM divergente: MGV (85334011) vs Bling (Não preenchido)"
"12839";"SOLUCAO ANTICORROSIVA INCOLOR";1;0;1;"34039900";"";80.00;80.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (1) vs Bling (0) [Dif: +1] | NCM divergente: MGV (34039900) vs Bling (Não preenchido)"
"1219850011";"SONOPULSE II - V3.0";0;0;0;"90189099";"";3500.00;3500.00;"FISCAL_DIVERGENCE";"NCM divergente: MGV (90189099) vs Bling (Não preenchido)"
"3015117";"SOQUETE CIRCULAR 9 VIAS                                                          NS: 0000000051";15;0;15;"85366990";"";80.00;80.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (15) vs Bling (0) [Dif: +15] | NCM divergente: MGV (85366990) vs Bling (Não preenchido)"
"1782363";"SUP. APLICADOR LIPOCAVITY 40";2;0;2;"39205100";"";0.00;103.28;"QTY_DIVERGENCE";"Estoque divergente: MGV (2) vs Bling (0) [Dif: +2] | NCM divergente: MGV (39205100) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 103.28)"
"1727540";"SUP. APLICADOR ULTRAMED EM ACRILICO";3;0;3;"39205100";"";0.00;102.35;"QTY_DIVERGENCE";"Estoque divergente: MGV (3) vs Bling (0) [Dif: +3] | NCM divergente: MGV (39205100) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 102.35)"
"1732331";"SUP. TRANSDUTOR LIPOCAVITY 40";2;0;2;"39072100";"";0.00;205.32;"QTY_DIVERGENCE";"Estoque divergente: MGV (2) vs Bling (0) [Dif: +2] | NCM divergente: MGV (39072100) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 205.32)"
"BLING-16528936406";"SUPORTE APLICADOR - PREPARADO                                                    Ns: 1476201001";0;0;0;"39269090";"";38.00;38.00;"FISCAL_DIVERGENCE";"NCM divergente: MGV (39269090) vs Bling (Não preenchido)"
"3038135";"SUPORTE CABECOTE HECCUS                                                          NS: 0000000038";2;0;2;"39259090";"";0.00;61.80;"QTY_DIVERGENCE";"Estoque divergente: MGV (2) vs Bling (0) [Dif: +2] | NCM divergente: MGV (39259090) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 61.80)"
"4606";"SUPORTE DA CANETA FLUENCE REV.02";13;0;13;"90189099";"";24.00;24.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (13) vs Bling (0) [Dif: +13] | NCM divergente: MGV (90189099) vs Bling (Não preenchido)"
"10227";"SUPORTE DO APLICADOR DO CARRINHO LIGHT PULSE";1;0;1;"90189099";"";0.00;1.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (1) vs Bling (0) [Dif: +1] | NCM divergente: MGV (90189099) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 1.00)"
"4607";"SUPORTE DO APLICADOR SONIC/FLUENCE REV.02";11;0;11;"90189099";"";109.00;109.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (11) vs Bling (0) [Dif: +11] | NCM divergente: MGV (90189099) vs Bling (Não preenchido)"
"13942";"SUPORTE DO APLICADOR SONIC/FLUENCE REV.03";13;0;13;"90189099";"";130.00;130.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (13) vs Bling (0) [Dif: +13] | NCM divergente: MGV (90189099) vs Bling (Não preenchido)"
"3070";"SUPORTE DO COPO DE ALUMINIO - APLICADOR VIBRIA_HIBRIDI";30;0;30;"90229091";"";45.00;45.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (30) vs Bling (0) [Dif: +30] | NCM divergente: MGV (90229091) vs Bling (Não preenchido)"
"2954";"SUPORTE DO MOTOR - VIBROCELL";8;0;8;"40069000";"";180.00;180.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (8) vs Bling (0) [Dif: +8] | NCM divergente: MGV (40069000) vs Bling (Não preenchido)"
"80018371";"SUPORTE ESQUERDO APLICADOR KAVYS";0;0;0;"90189099";"";0.00;1.00;"FISCAL_DIVERGENCE";"NCM divergente: MGV (90189099) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 1.00)"
"10242";"SUPORTE METALICO DOS APLICADORES BS DUO DIREITO REV.03";1;0;1;"39269090";"";0.00;1.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (1) vs Bling (0) [Dif: +1] | NCM divergente: MGV (39269090) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 1.00)"
"8200";"SUPORTE METALICO HASTE LAMPADA MANOPLA PLASMA";5;0;5;"84819090";"";0.00;0.63;"QTY_DIVERGENCE";"Estoque divergente: MGV (5) vs Bling (0) [Dif: +5] | NCM divergente: MGV (84819090) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 0.63)"
"3029040";"SUPORTE PLASTICO PARA TRANSDUTOR";7;0;7;"90189099";"";75.00;75.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (7) vs Bling (0) [Dif: +7] | NCM divergente: MGV (90189099) vs Bling (Não preenchido)"
"379";"SUPORTE PLASTICO PARA TRANSDUTOR                                                 NS: 0000000241";16;0;16;"39269090";"";0.00;23.70;"QTY_DIVERGENCE";"Estoque divergente: MGV (16) vs Bling (0) [Dif: +16] | NCM divergente: MGV (39269090) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 23.70)"
"BLING-16360060674";"SUPORTE PLASTICO PARA TRANSDUTOR                                                 Ns: 0000000233";0;0;0;"39269090";"";14.40;14.40;"FISCAL_DIVERGENCE";"NCM divergente: MGV (39269090) vs Bling (Não preenchido)"
"80018509";"TAMPA APLICADOR AVATAR KLD";1;0;1;"90189099";"";0.00;1.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (1) vs Bling (0) [Dif: +1] | NCM divergente: MGV (90189099) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 1.00)"
"80018125";"TAMPA APLICADOR AZUL  MANTHUS/AVATAR";3;0;3;"90189099";"";0.00;1.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (3) vs Bling (0) [Dif: +3] | NCM divergente: MGV (90189099) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 1.00)"
"80018260";"TAMPA APLICADOR BRANCO MANTHUS/AVATAR";0;0;0;"90189099";"";80.00;80.00;"FISCAL_DIVERGENCE";"NCM divergente: MGV (90189099) vs Bling (Não preenchido)"
"2071185";"TAMPA COM COPO PARA CABECOTE HECCUS COM NTC                                      NS: 1493071001";3;0;3;"90330000";"";0.00;539.97;"QTY_DIVERGENCE";"Estoque divergente: MGV (3) vs Bling (0) [Dif: +3] | NCM divergente: MGV (90330000) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 539.97)"
"2039165";"TAMPA DIAMOND LINE - ROXA                                                        NS: 1453131001";2;0;2;"39269090";"";265.00;265.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (2) vs Bling (0) [Dif: +2] | NCM divergente: MGV (39269090) vs Bling (Não preenchido)"
"51";"TAMPA GABINETE MEGA - TRIATHERM";1;0;1;"39269090";"";490.00;490.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (1) vs Bling (0) [Dif: +1] | NCM divergente: MGV (39269090) vs Bling (Não preenchido)"
"3029085";"TAMPA GABINETE SAFIRA V2.0";8;0;8;"39269090";"";230.00;230.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (8) vs Bling (0) [Dif: +8] | NCM divergente: MGV (39269090) vs Bling (Não preenchido)"
"BLING-16360060672";"TAMPA GABINETE SAFIRA V2.0                                                       Ns: 0000000047";0;0;0;"39269090";"";47.20;47.20;"FISCAL_DIVERGENCE";"NCM divergente: MGV (39269090) vs Bling (Não preenchido)"
"602";"TAMPA INJETADA LATERAL DIREITA CABECOTE VELOX";11;0;11;"90189099";"";95.00;95.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (11) vs Bling (0) [Dif: +11] | NCM divergente: MGV (90189099) vs Bling (Não preenchido)"
"502";"TAMPA INJETADA LATERAL ESQUERDA CABECOTE VELOX";11;0;11;"90189099";"";95.00;95.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (11) vs Bling (0) [Dif: +11] | NCM divergente: MGV (90189099) vs Bling (Não preenchido)"
"315";"TAMPA RUBI LINE";1;0;1;"39269090";"";229.90;229.90;"QTY_DIVERGENCE";"Estoque divergente: MGV (1) vs Bling (0) [Dif: +1] | NCM divergente: MGV (39269090) vs Bling (Não preenchido)"
"302942";"TAMPA SUPERIOR UNIFICADA GABINETE SAFIRA V2";1;0;1;"90189099";"";5.00;5.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (1) vs Bling (0) [Dif: +1] | NCM divergente: MGV (90189099) vs Bling (Não preenchido)"
"5013868";"TD ACESSORIO BLISTER PONTEIRA PROFESSIONAL TIP PLASMA";0;0;0;"84212990";"";700.00;700.00;"FISCAL_DIVERGENCE";"NCM divergente: MGV (84212990) vs Bling (Não preenchido)"
"4100";"TD MANOPLA ULTRADERM KIT 4 VENTOSAS";3;0;3;"90189099";"";0.00;1.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (3) vs Bling (0) [Dif: +3] | NCM divergente: MGV (90189099) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 1.00)"
"EQRAD019RM";"TD SPECTRA PLUS + PLASMA NS: F100388";0;0;0;"90189099";"";8990.00;8990.00;"FISCAL_DIVERGENCE";"NCM divergente: MGV (90189099) vs Bling (Não preenchido)"
"1433628";"TEC. LIPOCAVITY C/ CHICOTE 35CM";1;0;1;"90189099";"";0.00;180.26;"QTY_DIVERGENCE";"Estoque divergente: MGV (1) vs Bling (0) [Dif: +1] | NCM divergente: MGV (90189099) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 180.26)"
"1470850";"TEC. LIPOCAVITY NEW SEM BOTAO- TECGRAF -";1;0;1;"90189099";"";0.00;48.35;"QTY_DIVERGENCE";"Estoque divergente: MGV (1) vs Bling (0) [Dif: +1] | NCM divergente: MGV (90189099) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 48.35)"
"1579940";"TEC. LIPOCAVITY NEW SMART";2;0;2;"90189099";"";0.00;161.61;"QTY_DIVERGENCE";"Estoque divergente: MGV (2) vs Bling (0) [Dif: +2] | NCM divergente: MGV (90189099) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 161.61)"
"1437186";"TECLADO ETHERNIA COLD C/ CHICOTE";2;0;2;"90189099";"";0.00;1.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (2) vs Bling (0) [Dif: +2] | NCM divergente: MGV (90189099) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 1.00)"
"3027176";"TECLADO MEMBRANA HECCUS - VS. 02";7;0;7;"39199090";"";185.00;185.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (7) vs Bling (0) [Dif: +7] | NCM divergente: MGV (39199090) vs Bling (Não preenchido)"
"BLING-16468001313";"TENS - FES 4 CANAIS - SÉRIE Nº 103367";0;0;0;"90189099";"";0.00;1.00;"FISCAL_DIVERGENCE";"NCM divergente: MGV (90189099) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 1.00)"
"2826";"TERMINAL FEMEA P/CONECTOR FEMEA AMP";60;0;60;"85369090";"";8.30;8.30;"QTY_DIVERGENCE";"Estoque divergente: MGV (60) vs Bling (0) [Dif: +60] | NCM divergente: MGV (85369090) vs Bling (Não preenchido)"
"BLING-16392628428";"TERMISTOR NTC 10K - B57861S0103A039                                              Ns: 0000000011";0;0;0;"90189099";"";55.20;55.20;"FISCAL_DIVERGENCE";"NCM divergente: MGV (90189099) vs Bling (Não preenchido)"
"03020153";"TERMISTOR NTC 10K - B57861S0103A039                                              Ns: 0000000028";0;0;0;"90189099";"";38.64;38.64;"FISCAL_DIVERGENCE";"NCM divergente: MGV (90189099) vs Bling (Não preenchido)"
"2110074";"TFC - PLACA FONTE CHAVEADA 12V / 96W (VENDAS)                                    Ns: 1615340004";2;0;2;"85389010";"";320.00;320.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (2) vs Bling (0) [Dif: +2] | NCM divergente: MGV (85389010) vs Bling (Não preenchido)"
"2110065";"TFC - PLACA FONTE CHAVEADA 78V - 400W (VENDAS)                                   NS: 1235550008";3;0;3;"85389010";"";0.00;350.64;"QTY_DIVERGENCE";"Estoque divergente: MGV (3) vs Bling (0) [Dif: +3] | NCM divergente: MGV (85389010) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 350.64)"
"BLING-16591107708";"TFC - PLACA FONTE CHAVEADA 78V - 400W (VENDAS)                                   Ns: 1235550009";0;0;0;"85044021";"";190.40;190.40;"FISCAL_DIVERGENCE";"NCM divergente: MGV (85044021) vs Bling (Não preenchido)"
"BLING-16295877773";"TFC - PLACA SMD HF IBRAMED PCI HFT010101 - MONTADA (VENDAS)                      Ns: 1224800001";0;0;0;"90189099";"";60.80;60.80;"FISCAL_DIVERGENCE";"NCM divergente: MGV (90189099) vs Bling (Não preenchido)"
"BLING-16392819590";"TFC - PLACA SMD HF IBRAMED PCI HFT010101 - MONTADA (VENDAS)                      Ns: 1374780011";0;0;0;"90189099";"";60.80;60.80;"FISCAL_DIVERGENCE";"NCM divergente: MGV (90189099) vs Bling (Não preenchido)"
"02110236";"TFC - PLACA SMD HF IBRAMED PCI HFT010101 - MONTADA (VENDAS)                      Ns: 1564420016";0;0;0;"90189099";"";42.56;42.56;"FISCAL_DIVERGENCE";"NCM divergente: MGV (90189099) vs Bling (Não preenchido)"
"2110070";"TFC- PLACA DERMOSTEAM";3;0;3;"90189099";"";300.00;300.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (3) vs Bling (0) [Dif: +3] | NCM divergente: MGV (90189099) vs Bling (Não preenchido)"
"BLING-16683468229";"THERMOPULSE NS: 0967700005";0;0;0;"90189099";"";9000.00;9000.00;"FISCAL_DIVERGENCE";"NCM divergente: MGV (90189099) vs Bling (Não preenchido)"
"BLING-16493071732";"TOMADA DE ENTRADA 2 TERMINAIS - 12CM                                             Ns: AUTO041121";0;0;0;"90189099";"";11.90;11.90;"FISCAL_DIVERGENCE";"NCM divergente: MGV (90189099) vs Bling (Não preenchido)"
"3015084";"TOMADA DE ENTRADA 3 TERMINAIS";1;0;1;"85366910";"";80.00;80.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (1) vs Bling (0) [Dif: +1] | NCM divergente: MGV (85366910) vs Bling (Não preenchido)"
"584";"TOMADA TRIPOLAR MACHO AC        NCM: 8536.69.10";43;0;43;"85366910";"";80.00;80.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (43) vs Bling (0) [Dif: +43] | NCM divergente: MGV (85366910) vs Bling (Não preenchido)"
"1101";"TRAFO BOBINA MANOPLA PLASMA - ARTIS E MEDIC AZUL - DOMCOIL R01";2;0;2;"85045090";"";0.00;124.47;"QTY_DIVERGENCE";"Estoque divergente: MGV (2) vs Bling (0) [Dif: +2] | NCM divergente: MGV (85045090) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 124.47)"
"80030143";"TRAFO HV EPC19 15W";2;0;2;"85043119";"";0.00;73.26;"QTY_DIVERGENCE";"Estoque divergente: MGV (2) vs Bling (0) [Dif: +2] | NCM divergente: MGV (85043119) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 73.26)"
"7596";"TRANSDUTOR 1/3MHZ-38MM / VIBRIA MAXX - HIBRIDI";2;0;2;"85416010";"";230.00;230.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (2) vs Bling (0) [Dif: +2] | NCM divergente: MGV (85416010) vs Bling (Não preenchido)"
"007597";"TRANSDUTOR 1/3MHZ-42MM / SNC MAXX E SNC 3 MHZ";3;0;3;"90189099";"";340.00;340.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (3) vs Bling (0) [Dif: +3] | NCM divergente: MGV (90189099) vs Bling (Não preenchido)"
"12797";"TRANSDUTOR APLICADOR US BAIXA FREQUENCIA R02";0;0;0;"85416090";"";799.00;799.00;"FISCAL_DIVERGENCE";"NCM divergente: MGV (85416090) vs Bling (Não preenchido)"
"9671";"TRANSDUTOR CORPORAL 40X1.9MHZ ULTRAFOCUS";2;0;2;"90189099";"";0.00;267.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (2) vs Bling (0) [Dif: +2] | NCM divergente: MGV (90189099) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 267.00)"
"9672";"TRANSDUTOR FACIAL 12X3MHZ ULTRAFOCUS";2;0;2;"90189099";"";0.00;265.50;"QTY_DIVERGENCE";"Estoque divergente: MGV (2) vs Bling (0) [Dif: +2] | NCM divergente: MGV (90189099) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 265.50)"
"2233";"TRANSDUTOR FISIO HEAD MONO FREQUENCIA";2;0;2;"90189099";"";0.00;1.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (2) vs Bling (0) [Dif: +2] | NCM divergente: MGV (90189099) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 1.00)"
"3434";"TRANSDUTOR FISIO HEAD MONOFREQUENCY 3 MHZ";1;0;1;"90189099";"";270.00;270.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (1) vs Bling (0) [Dif: +1] | NCM divergente: MGV (90189099) vs Bling (Não preenchido)"
"1463950";"TRANSDUTOR NARNIAH CORPORAL USINADO - ID DE MP 144056-0";0;0;0;"85416090";"";305.00;305.00;"FISCAL_DIVERGENCE";"NCM divergente: MGV (85416090) vs Bling (Não preenchido)"
"1463969";"TRANSDUTOR NARNIAH FACIAL USINADO - ID DE MP 144057-8";0;0;0;"85416090";"";509.00;509.00;"FISCAL_DIVERGENCE";"NCM divergente: MGV (85416090) vs Bling (Não preenchido)"
"3026157";"TRANSDUTOR PEELING ULTRASONICO COM CONECTOR DB9                                  NS: 0000000034";2;0;2;"39100090";"";530.00;530.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (2) vs Bling (0) [Dif: +2] | NCM divergente: MGV (39100090) vs Bling (Não preenchido)"
"400";"TRANSDUTOR ULTRASSOM 3MHZ 50MM";2;0;2;"90189099";"";810.00;810.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (2) vs Bling (0) [Dif: +2] | NCM divergente: MGV (90189099) vs Bling (Não preenchido)"
"BLING-16686852000";"TRANSDUTOR ULTRASSONICO 40 KHZ LIPOCAVITY 40";0;0;0;"90189099";"";256.98;256.98;"FISCAL_DIVERGENCE";"NCM divergente: MGV (90189099) vs Bling (Não preenchido)"
"547";"TRANSFORMADOR DE SAIDA RF R3";1;0;1;"85043192";"";0.00;1.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (1) vs Bling (0) [Dif: +1] | NCM divergente: MGV (85043192) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 1.00)"
"03024219";"TRANSFORMADOR FONTE 12V - 90W                                                    Ns: 0000000036";0;0;0;"85044021";"";44.00;44.00;"FISCAL_DIVERGENCE";"NCM divergente: MGV (85044021) vs Bling (Não preenchido)"
"3682";"TRANSFORMADOR FONTE BEAUTY STEAM REV.01";10;0;10;"85043199";"";0.00;86.07;"QTY_DIVERGENCE";"Estoque divergente: MGV (10) vs Bling (0) [Dif: +10] | NCM divergente: MGV (85043199) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 86.07)"
"3024211";"TRANSFORMADOR GNO5/8 P/DERM. 110V";5;0;5;"85043119";"";180.00;180.00;"QTY_DIVERGENCE";"Estoque divergente: MGV (5) vs Bling (0) [Dif: +5] | NCM divergente: MGV (85043119) vs Bling (Não preenchido)"
"03018069";"TRANSISTOR IRF 9530  / IRF 9540                                                  Ns: 0000000186";0;0;0;"90189099";"";3.36;3.36;"FISCAL_DIVERGENCE";"NCM divergente: MGV (90189099) vs Bling (Não preenchido)"
"BLING-16528936745";"TRANSISTOR MOSFET FDD850N10L                                                     Ns: 0000000127";0;0;0;"90189099";"";4.80;4.80;"FISCAL_DIVERGENCE";"NCM divergente: MGV (90189099) vs Bling (Não preenchido)"
"03018090.";"TRANSISTOR MOSFET FDD850N10L                                                     Ns: 0000000130";0;0;0;"90189099";"";6.72;6.72;"FISCAL_DIVERGENCE";"NCM divergente: MGV (90189099) vs Bling (Não preenchido)"
"4852";"TRANSISTOR SMD BCP56T3G - SOT-223";20;0;20;"85412199";"";0.00;1.88;"QTY_DIVERGENCE";"Estoque divergente: MGV (20) vs Bling (0) [Dif: +20] | NCM divergente: MGV (85412199) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 1.88)"
"12122";"TRANSISTOR SMD MOSFET CANAL N AOD2544";20;0;20;"85412199";"";0.00;13.82;"QTY_DIVERGENCE";"Estoque divergente: MGV (20) vs Bling (0) [Dif: +20] | NCM divergente: MGV (85412199) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 13.82)"
"6762";"TRASEIRA DO APLICADOR SONIC_CLUSTER REV.03 INJETADO";3;0;3;"90189099";"";0.00;4.07;"QTY_DIVERGENCE";"Estoque divergente: MGV (3) vs Bling (0) [Dif: +3] | NCM divergente: MGV (90189099) vs Bling (Não preenchido) | Preço divergente: MGV (R$ 0.00) vs Bling (R$ 4.07)"
"5369";"TRAVA DO SUPORTE APLICADOR FACIAL REV.02";2;0;2;"90189099";"";17.90;17.90;"QTY_DIVERGENCE";"Estoque divergente: MGV (2) vs Bling (0) [Dif: +2] | NCM divergente: MGV (90189099) vs Bling (Não preenchido)"
